Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Dem. Rep.",COD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316878620,1607380674,1731595952,1142032617,1852289978,1113537727,2185507246,891666666.7,1367800838,2145055691,2340567899,2745153182,3136076907,6539494271,7723022137,5000335044,8865916820,10210736241,9027202301,11910414552,13226085775,10512899420,8896177270,13401989372,15485130694,13393198274,13935463326,22353947839,27884851918
"Congo, Rep.",COG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,26943546.43,29515424.45,50771655.42,62818525.2,70846987.31,71410810.77,65939853.03,72357447.74,76343640.58,85012891.11,95512627.98,104954866,116257095.7,171385616.3,311584817.8,275298406.7,304665659.8,348827333.7,384211648.3,568348371,1023762094,1156656681,1194134307,1215274929,1351850301,1227120964,736631970.1,958951542.2,898779925.8,1159530945,1449116806,1134481546,1193589826,1149866812,1035379950,1369151207,1739316143,1755897583,1487018190,1702267046,2591933855,2165209455,2473412895,2831441510,3750252270,4987839333,6253140819,6014868758,8551335528,6269575235,9010344987,11524199125,10276401652,9506330382,9521187263,5080489798,4598648630,6442159173,9709769081,9408766649,5976728018,7813576769,10438781137
Colombia,COL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,632672494.4,589865537.4,605740473.1,579510844.4,714265144.4,699047619,541851851.9,653146477.1,701707004.2,808812068.1,955259648,935820962.9,1149373248,1539558029,1798616360,2071845445,2615131863,3283905564,3867783604,4251544715,5416924889,4312469260,4252517718,4050952668,4546303965,4818143277,6582202894,6165155373,6386221631,7118228011,9024672480,9478146065,9645918064,10093756782,12254486171,13443126537,14766792154,15829469964,14780193362,15829235070,15895257717,15110265983,14511230140,15687687298,19637278134,24709929213,28683606755,33889992882,43916519836,38181806131,46816280695,64569763981,69731471894,69107146201,63418461300,45932176705,41608310927,47233141869,53136579845,51258795213,36557247845,52007559158,70446932917
Comoros,COM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,18752564.9,17348157.17,16259718.84,16931592.07,16319834.41,17384175.48,24669150.33,29823579.14,31499532.01,30175019.23,37963365.24,37475472.09,40417159.22,40016219.8,28203730.2,35209697.47,34997133.65,32203526.66,32703607.26,33793543.43,31027530.97,33446309.6,37638992.12,48323488.61,55994444.16,57775596.98,61714685.87,71414386.44,75279514.68,84304814.89,87519204.05,101862719.7,90876030.4,101000279.4,111239530,97918675.94,108098874.5,128229514.9,153462136.1,152645349.3,69481186.42,140072558.5,157999757.6
Cabo Verde,CPV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,24288314.23,29942622.05,32243000.92,34103837.35,30064769.5,31179570.38,33573408.17,42578548.51,44159711.38,51418178.4,52576465.77,52976389.2,61728160.19,65033421.61,61175342.83,83482492.55,101395584,134631485.1,118975529.2,124265005.5,145630289.3,167853968.7,201943860.1,255073869.4,296019402.5,367287244.8,499871424.3,556679669.8,672942623.9,537877759.9,552604496.4,672876283.8,716706282.9,761183232.7,760584105.4,719811850.7,767162455.1,840005278.5,1011390797,1059731913,447839293.9,481089394.1,890955004.6
Costa Rica,CRI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,107517342.9,102289846.3,108885580.7,113065968.9,132494248.2,133796226.3,160407547,174037735.7,214867924.3,227033962.1,274128301.7,288612752.9,374287867.4,470906243.8,552345523.4,589474912.6,697444574.2,948424737.6,992882147.1,1086476079,1279264878,1135276459,1175167528,1134010099,1258545316,1204104950,1384953405,1433877649,1570096319,1830043151,1952841381,2403995651,3021544043,3453399779,3763147731,4414827042,4672770399,5248818523,6015987690,6066566857,6445399583,6471720165,6502965357,7024720849,7855095380,8710569531,9839017111,10910386063,11953067007,10647949568,12363101561,13886077282,14949441144,15586344056,16313862264,16930125463,18395634992,19826679954,21059634083,22111572559,19908254087,23758687298,28146610854
Caribbean small states,CSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1857363400,2255959900,2654199161,3258402051,3719910244,4251739756,4499232765,4635330843,5819724675,6377068904,6521956667,6565420000,6838236471,7224138184,7766066363,7725366416,7687511279,8295404426,8794332850,8421585288,8662106516,5332907602,3736544459,2951182568,3766477027,4078053747,3831000000,3785600000,3668100000,4123500000,4318900000,4193000000,3872000000,4649900000,6120800000,8962900000,9138888889,11035092593,11580000000,10036111111,13443518519,17319000000,18659000000,18593000000,17812000000,14941000000,13690000000,14093000000,14530000000,12632000000,8769000000,,
Curacao,CUW,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114022346,2415921788,2226256983,2284301676,2054301676,1868156425,1764972067,,,,,
Cayman Islands,CYM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824175297,3958935836,4127896512,3372493490,,
Cyprus,CYP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,173853062.6,286578511.6,351377554.1,408069622.4,575808862.3,975007960.2,1048990795,1099530333,1089019577,1245251944,1184542898,1391979209,1751888794,2057181807,2348366627,2879463636,2716934975,3418539505,3129819788,3541279881,6631689521,7029131744,6605714937,7040542986,7025878101,6986380773,7092287796,7126828846,8402847112,9853627500,10265955727,10726039393,12765499589,13945071041,12641150320,12986277677,14775539588,13845815485,14686484667,15317885057,13939933272,14834392303,16942950377,19189606173,19846291514,20353922097,24606202507,26027781969
Czechia,CZE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13409039102,11474470977,13872829183,16321462362,17751203777,24184999121,25697371208,25027369926,28093563326,27868206571,29731530438,33128963393,36991686297,46770321529,68363661125,84772746088,1.01377E+11,1.25713E+11,1.4908E+11,1.21028E+11,1.37031E+11,1.62581E+11,1.57993E+11,1.61005E+11,1.71579E+11,1.51477E+11,1.55265E+11,1.72776E+11,1.9159E+11,1.86582E+11,1.72056E+11,2.04942E+11,2.17725E+11
Germany,DEU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,32653136322,36398285284,43630361283,61171397731,81209935001,83951059703,93928512506,1.07969E+11,1.30595E+11,1.57096E+11,1.76956E+11,1.61174E+11,1.62072E+11,1.56383E+11,1.57535E+11,1.68036E+11,2.22719E+11,2.68502E+11,2.95521E+11,3.11964E+11,4.04576E+11,4.42284E+11,4.73096E+11,4.20757E+11,4.65507E+11,5.68725E+11,5.70871E+11,5.60967E+11,5.91248E+11,5.9174E+11,6.00908E+11,6.19631E+11,6.77432E+11,8.20831E+11,1.0051E+12,1.0835E+12,1.24079E+12,1.48406E+12,1.6404E+12,1.30037E+12,1.44708E+12,1.68933E+12,1.63332E+12,1.69584E+12,1.77418E+12,1.5754E+12,1.59867E+12,1.74072E+12,1.88026E+12,1.81462E+12,1.67307E+12,2.00347E+12,2.04985E+12
Djibouti,DJI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197791277,3507482741,3525582233,2703006398,4146589317,4563067955,5149667175,3682879345,,
Dominica,DMA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144429629.6,147844444.4,156733333.3,147951851.9,175644444.4,188274074.1,158362963,193466666.7,272781481.5,255900000,257177777.8,213188888.9,161955555.6,,,,
Denmark,DNK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,3345823739,3491604902,3642678797,4118477063,4636162796,5119631932,6134831441,8596329120,10472333428,11887428561,12587223049,14117670186,16550303605,20570323535,23118304754,22322956049,21672188565,21784427945,21450909446,22827245030,28448705361,34688434112,38843768537,39815432599,50354362877,52463653246,56508725067,52360901648,57549183496,67735042988,69550741477,65533185697,65816951093,70026117937,73620303403,75069749877,81644124713,95610217922,1.10425E+11,1.25495E+11,1.43508E+11,1.64447E+11,1.91435E+11,1.51389E+11,1.62681E+11,1.85143E+11,1.78723E+11,1.88383E+11,1.92781E+11,1.67736E+11,1.67285E+11,1.82924E+11,2.01829E+11,2.03212E+11,1.95122E+11,2.37622E+11,2.7407E+11
Dominican Republic,DOM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,172100000,152100000,196700000,195000000,202000000,144800000,160800000,187100000,199500000,227400000,266692194.1,300134133,422847716,529005316.6,749535909.8,1039406498,880982316.9,966710294.2,882809470.9,1211190561,1375636562,1634265439,1359153861,1565486938,2519773065,1319814304,1404387869,1487383472,1853151184,2050889905,2165302159,3937453807,4271216000,4760104000,5302644446,5860800311,6363901806,7050603786,7435712153,7743619488,8628023678,8164580561,8337710211,9022077067,9185099228,10136190085,10691550259,11766045834,11504543556,10149752935,12213202644,14035647061,14917449900,15775318374,16896693177,16909888869,18100511601,18945253519,20149518995,20518135954,14425179458,20500491794,25072497925
Algeria,DZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1063385881,1125937986,396163384.4,667222516.5,729774642.6,708923933.9,789943812.1,789943812.1,891218659.8,1012748477,1073513325,936360400.4,1383769514,2220822761,5118698919,5241291494,5859996279,6414649075,6732393456,10354850510,14540906205,15338957016,13980252606,13635984132,13805905457,13664028064,8187453638,9526280713,9163506112,10369901806,14546456163,13311409366,12154198605,10880084838,9585286327,10940062719,13970016903,14889922793,10880007944,13692404115,23050166119,20085449479,20152501384,25957128354,34178449805,48714917293,57121819162,63531235749,82034752287,48533798747,61975419204,77581317710,77123040533,69659422390,65185653999,38460337407,33403117359,38496745680,45233969362,39014326552,25461194793,43703300055,60792081628
East Asia & Pacific (excluding high income),EAP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5311021874,4468206795,4442578453,4952878221,5448547243,6104453816,6476542837,6217939311,6660508624,7119696748,7477354315,8351916849,10565211290,17359833858,26600587470,25696128368,29081808837,34372231808,36845763753,50882450926,65537505041,70282269856,68477482182,72657976221,81910316368,82760526580,80515552839,94695497466,1.12916E+11,1.23986E+11,1.51671E+11,1.76952E+11,2.03617E+11,2.19157E+11,3.04001E+11,3.75182E+11,4.22714E+11,4.65745E+11,4.35887E+11,4.70881E+11,5.76656E+11,5.72023E+11,6.49454E+11,8.00933E+11,1.02805E+12,1.25901E+12,1.5567E+12,1.90866E+12,2.24542E+12,1.90137E+12,2.46392E+12,2.96853E+12,3.15813E+12,3.36268E+12,3.49871E+12,3.33414E+12,3.18565E+12,3.54452E+12,3.88414E+12,3.86361E+12,3.83697E+12,4.88509E+12,5.23673E+12
Early-demographic dividend,EAR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,20073460872,22360945834,22756439411,23807818796,25130338949,26435765549,28192973383,30394418133,33704359122,38600910715,47133588158,76951089047,1.34638E+11,1.37136E+11,1.56112E+11,1.73983E+11,1.75751E+11,2.39757E+11,3.18808E+11,3.39457E+11,2.98942E+11,2.74609E+11,2.66843E+11,2.47992E+11,2.12655E+11,2.4914E+11,2.7501E+11,3.05026E+11,3.70175E+11,3.84522E+11,4.15809E+11,4.30195E+11,4.78705E+11,5.59262E+11,6.36941E+11,6.81507E+11,6.39904E+11,6.92383E+11,8.50634E+11,8.07572E+11,8.4506E+11,9.61136E+11,1.20052E+12,1.47997E+12,1.74103E+12,2.01223E+12,2.37663E+12,1.8953E+12,2.43164E+12,2.82476E+12,2.90676E+12,2.89784E+12,2.81991E+12,2.39367E+12,2.37614E+12,2.6757E+12,2.9611E+12,2.91022E+12,2.47381E+12,3.29042E+12,3.95459E+12
East Asia & Pacific,EAS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,21243862560,19562297460,20734950376,22814144586,25716961218,27222926670,29533438220,31279271812,34695284331,39618525278,45456356011,53719199419,65382456338,91219468941,1.30921E+11,1.34617E+11,1.6194E+11,1.90698E+11,2.2346E+11,2.66355E+11,3.35984E+11,3.82477E+11,3.65907E+11,3.82309E+11,4.35804E+11,4.42797E+11,4.9931E+11,5.93296E+11,7.1367E+11,7.74903E+11,8.3945E+11,9.48926E+11,1.05112E+12,1.13976E+12,1.33715E+12,1.57887E+12,1.64109E+12,1.72622E+12,1.58117E+12,1.67214E+12,1.97879E+12,1.82813E+12,1.96404E+12,2.29568E+12,2.85479E+12,3.29275E+12,3.83435E+12,4.47069E+12,5.10444E+12,4.2792E+12,5.4716E+12,6.44941E+12,6.73613E+12,6.93238E+12,7.1312E+12,6.64384E+12,6.41062E+12,7.09899E+12,7.7109E+12,7.55166E+12,7.24325E+12,9.04606E+12,9.65712E+12
Europe & Central Asia (excluding high income),ECA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0705E+11,1.79787E+11,1.40612E+11,3.80527E+11,2.47865E+11,1.9238E+11,2.07093E+11,1.96222E+11,2.0462E+11,1.95725E+11,1.83334E+11,2.26978E+11,2.28309E+11,2.48913E+11,3.0929E+11,4.19369E+11,5.22838E+11,6.38291E+11,7.76722E+11,1.02264E+12,7.19704E+11,8.86783E+11,1.14054E+12,1.19038E+12,1.1973E+12,1.14876E+12,8.63426E+11,7.74954E+11,9.22745E+11,1.08955E+12,1.07126E+12,8.78817E+11,1.22732E+12,1.40748E+12
Europe & Central Asia,ECS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,2.04878E+11,2.31833E+11,2.7804E+11,3.72692E+11,4.81594E+11,5.24711E+11,5.7102E+11,6.58392E+11,8.00038E+11,9.97097E+11,1.15113E+12,1.0768E+12,1.03507E+12,1.01251E+12,1.03663E+12,1.08123E+12,1.3216E+12,1.59031E+12,1.77256E+12,1.87989E+12,2.24904E+12,2.26252E+12,2.65692E+12,2.36584E+12,2.5609E+12,3.09348E+12,3.18593E+12,3.19787E+12,3.30714E+12,3.32231E+12,3.47076E+12,3.50955E+12,3.75036E+12,4.47434E+12,5.42104E+12,5.97708E+12,6.8141E+12,8.01908E+12,9.07103E+12,7.17583E+12,8.00719E+12,9.43514E+12,9.21829E+12,9.59988E+12,9.80823E+12,8.61527E+12,8.58881E+12,9.44803E+12,1.04539E+13,1.02849E+13,9.34703E+12,1.15081E+13,1.25778E+13
Ecuador,ECU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,197583745.9,157101028.7,155487287,168447595.4,199730280.6,214348750.2,254730107.4,258096721.2,285128679.3,264625851,270255549.7,291407689.2,395314498,695769524.1,1494867580,1242549629,1457947882,1797611703,1756420958,2538499855,3066326874,3188264326,2921017219,2668860345,2938789738,3375176925,2393509353,2142867205,2480622111,2817483589,3469125960,4021964982,4366816408,3794531266,4605277639,5201004502,5618746373,6064677339,5006507254,5181939970,5888259130,5682217000,6135846000,7329307000,8984844000,11463499000,14196499000,16287685000,21100364000,15785663000,19402439000,24671849000,26522271000,27243506000,28536122000,21107369000,19492639000,21727767000,24314052000,24917131000,21702981000,27803104000,33562095000
"Egypt, Arab Rep.",EGY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,847750109.2,862076408.4,943166740.4,700000000,877723970.9,1091183120,1140015302,1182006205,1366851945,1879700810,2113327488,2285998014,3108577443,2947998787,4774142857,6612494097,6853648649,7282512315,7101280559,6987744571,7119673333,5706267540,5106048704,6076093129,7073523337,8748317631,10269192423,11885776186,12034813926,11714116251,13565319965,14033018868,14778761062,13754427391,13653789443,16174959636,16900269542,15595505618,17500000000,22240259740,27188019967,32173913043,39457092820,53800000000,47205081670,46751361162,48537005164,45766666667,49085271318,43529411765,43423180593,34392638037,37289402174,47225661227,53041002278,47872738615,44850223072,71927051672
Euro area,EMU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1.21429E+11,1.37722E+11,1.69066E+11,2.29042E+11,2.99011E+11,3.23738E+11,3.53767E+11,4.0862E+11,4.95928E+11,6.20402E+11,7.04669E+11,6.5292E+11,6.30285E+11,6.18222E+11,6.31077E+11,6.5482E+11,8.23276E+11,9.89457E+11,1.10666E+12,1.18221E+12,1.46702E+12,1.51782E+12,1.6515E+12,1.51991E+12,1.69781E+12,2.08222E+12,2.13521E+12,2.11306E+12,2.21698E+12,2.23109E+12,2.28126E+12,2.31834E+12,2.48628E+12,2.97964E+12,3.57149E+12,3.84286E+12,4.31143E+12,5.10982E+12,5.66655E+12,4.54513E+12,4.94942E+12,5.73058E+12,5.52221E+12,5.78956E+12,6.0123E+12,5.37156E+12,5.45064E+12,5.98507E+12,6.58266E+12,6.46172E+12,5.92513E+12,7.18258E+12,7.68573E+12
Eritrea,ERI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54502214.56,142966419.3,148977272.7,129406250,202746708.2,203302823.7,110594498.2,65684298.32,68310441.56,81309111.46,85922705.02,56064248.04,64052293.74,67725718.62,83564227.64,76071544.72,61125203.25,84082757.72,101385281.3,374897684.6,,,,,,,,,,,
Spain,ESP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,4972693130,6066773653,7887709034,10475953741,12825214883,14204585507,14892643621,17551967141,22290496962,29409382747,33264230680,33024130474,33274590338,32609483759,36663185676,37722088063,45733713912,56497570408,65086234824,68859531975,84372755468,90965543635,1.0213E+11,92985054255,1.07763E+11,1.34151E+11,1.48003E+11,1.51472E+11,1.61627E+11,1.67308E+11,1.70913E+11,1.74924E+11,1.88203E+11,2.3258E+11,2.71668E+11,2.8819E+11,3.18141E+11,3.83016E+11,4.18148E+11,3.43959E+11,3.69061E+11,4.37327E+11,4.16702E+11,4.4669E+11,4.59121E+11,4.02039E+11,4.17712E+11,4.6135E+11,4.99658E+11,4.86714E+11,3.93304E+11,4.98634E+11,5.80684E+11
Estonia,EST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573466526,2848889768,2967518489,2932836520,3627803201,4178072088,4022130537,3504490924,3831095694,4270175191,5644211834,7418642236,9230780997,10769819345,14052834656,16160988721,11949522089,14652236229,20104199024,19844301075,21239933055,21804108132,17725575722,18537893089,20411337064,22761485755,22964765757,21731484847,29119437815,32576889423
Ethiopia,ETH,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331910670,5962716169,5948445849,6474164234,6047701457,5804121577,6238602388,7055586649,7615438638,7672983061,8491174948,10453358911
European Union,EUU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1.40562E+11,1.5899E+11,1.94461E+11,2.63977E+11,3.43831E+11,3.73147E+11,4.06567E+11,4.66587E+11,5.63801E+11,7.05778E+11,8.01135E+11,7.4415E+11,7.17842E+11,7.05268E+11,7.21342E+11,7.48154E+11,9.38128E+11,1.12976E+12,1.26108E+12,1.34309E+12,1.65427E+12,1.70132E+12,1.84884E+12,1.70101E+12,1.90441E+12,2.34616E+12,2.41352E+12,2.39154E+12,2.51383E+12,2.52976E+12,2.59729E+12,2.63979E+12,2.83762E+12,3.41134E+12,4.10935E+12,4.45966E+12,5.03793E+12,5.99682E+12,6.69762E+12,5.35512E+12,5.86879E+12,6.80944E+12,6.55669E+12,6.8776E+12,7.14698E+12,6.37696E+12,6.47836E+12,7.12964E+12,7.84988E+12,7.73356E+12,7.12968E+12,8.66248E+12,9.30419E+12
Fragile and conflict affected situations,FCS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04261E+11,1.06838E+11,86189829051,82631891789,76494058239,83245973953,1.00849E+11,1.11247E+11,1.32355E+11,1.15949E+11,1.392E+11,1.92524E+11,1.64748E+11,1.74291E+11,1.84616E+11,2.48184E+11,3.14093E+11,3.99474E+11,4.44309E+11,5.95274E+11,4.03873E+11,5.78351E+11,5.55346E+11,6.13079E+11,5.30167E+11,4.91292E+11,3.26069E+11,2.75047E+11,3.52207E+11,4.44348E+11,4.41664E+11,3.28897E+11,4.35574E+11,
Finland,FIN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,2711046149,2827196647,3487225409,4596304652,6381402237,6523355423,7499615325,8995130589,10101083032,13152190505,16534905961,16409479195,15244850130,14631725021,15594578552,15638910207,18858784893,22897335317,26071073205,27400581959,31323277873,27176885752,28745686222,27996252732,35158793398,47992919390,47988609889,47944107204,50182465510,50865246751,52967332461,51507654130,54947289188,64062137649,76257431519,82514287315,93509466784,1.1236E+11,1.28287E+11,91464252097,95814846367,1.07211E+11,1.00238E+11,1.03166E+11,1.00274E+11,83041492299,83813596801,95994657971,1.06062E+11,1.07086E+11,97301402129,1.17226E+11,1.26067E+11
Fiji,FJI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,583766047.7,531694203.5,516167825.3,489764053.1,504527694.5,505914691.4,537574690.8,533742454.6,625621245.6,741168539.3,833542476.7,793123954.8,795280964.8,856610076,1029830103,1089499881,1338202808,1278196270,1007390382,1185149457,1097328087,1007246347,1132973616,1386509040,1467801500,1611428460,1540665434,1641930075,2012612160,1419133814,1803536278,2240457996,2427352050,2382978942,2541930113,2286771461,2299808726,2463428728,2665063650,2638408704,1232061017,1173155749,2252644687
France,FRA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,9218097245,9721651418,9960806435,10957285670,12309840152,13777986225,14959146279,16048630242,17593837376,20287923379,23725050195,27354090210,33827048114,46340601061,58910256410,67956249044,71988527725,83014174913,1.02571E+11,1.27186E+11,1.47148E+11,1.35236E+11,1.25156E+11,1.25614E+11,1.26491E+11,1.29015E+11,1.57253E+11,1.83073E+11,2.07506E+11,2.22042E+11,2.6622E+11,2.70799E+11,2.98941E+11,2.75047E+11,3.01941E+11,3.62214E+11,3.70197E+11,3.70823E+11,3.9271E+11,3.89362E+11,3.90504E+11,3.89407E+11,4.13354E+11,4.81647E+11,5.61042E+11,5.93901E+11,6.48243E+11,7.41061E+11,8.23983E+11,6.7078E+11,7.08601E+11,8.14316E+11,7.83713E+11,8.257E+11,8.4727E+11,7.46212E+11,7.48011E+11,8.03164E+11,8.85115E+11,8.62106E+11,7.24414E+11,8.71059E+11,9.46543E+11
Faroe Islands,FRO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515369248,549880738,547806634.2,598270958.1,625608463.6,702509029.5,753740158.2,739881038.7,843381024,985432551.2,1144713659,1002431199,1089494717,1313872044,1275723989,1491477053,1556499222,1369742511,1534259101,1679703006,1684155506,1821695367,1551752341,1923044781,
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,3600000,,,,,,,,,,,,40334800,40239500,37246300,41045400,36239600,41921500,46366000,43854000,46055200,37304000,41837100,45844200,57728200,61367200,61304000,70347100,76935900,97807400,96425000,101619000,85658000,91885300,109856900,142584400,129700000,96900000,96300000,128100000
Gabon,GAB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,48341345.45,52322628.98,57972564.25,72764821.81,90352324.31,97934826.2,97688671.16,130487348.1,142588991.4,173872519.4,160996725.6,253126078.2,314647528.1,425323421.7,888640848.1,1068531104,1371832274,1449448284,1475698436,1772269114,2769790001,2447269147,2228502939,2079692035,2104556520,2089867356,1197784952,1401160633,1408435483,1917191499,2740347019,2553606795,2576724994,2136542944,2584714653,2944909618,3568070235,3265552538,2125424575,2779726331,3507168436,2726388980,2806922119,3381594592,4276662903,5750501490,6255613898,7289977420,9685333817,6319926631,8287739077,11243840185,10465456435,10092462765,8104568515,6620833389,6175468782,7498596954,9158802458,8678687829,7275153457,11229488168,12934645038
United Kingdom,GBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,28836056172,32804855473,35488085669,43735506423,55947169408,62132989500,65931259195,78984124602,95206779925,1.21626E+11,1.5216E+11,1.42153E+11,1.33584E+11,1.27635E+11,1.2861E+11,1.38095E+11,1.51201E+11,1.83691E+11,2.02067E+11,2.10154E+11,2.55393E+11,2.58569E+11,2.70804E+11,2.63943E+11,2.97812E+11,3.47168E+11,3.74857E+11,4.02515E+11,4.0434E+11,4.10237E+11,4.26821E+11,4.20799E+11,4.36506E+11,4.93007E+11,5.81041E+11,6.40715E+11,7.43411E+11,7.86215E+11,8.00599E+11,6.43779E+11,7.11534E+11,8.29055E+11,8.22039E+11,8.37266E+11,8.70216E+11,8.10911E+11,7.73465E+11,8.23092E+11,8.98988E+11,8.93048E+11,7.90752E+11,8.99898E+11,1.0048E+12
Georgia,GEO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101400747,1754966887,1315854563,1266549923,1452431597,686962011.3,412452356.2,548000077.1,594736068.3,533561623.8,703050139.1,787524589.8,992558006.1,1255516976,1595471619,2132207925,2514949544,3135124888,3616333604,3181108079,4034692189,5240452979,6021105117,7172032344,7039380782,6110406469,6177735056,7557316243,8896744920,9577029902,5908062643,8045446645,13015799842
Ghana,GHA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,343177644.7,340376194.6,334773294.2,326368943.8,344578369.8,351581995.2,310960967.9,304363805.2,339265113.6,387311329.1,472617875,380936311.8,437466068.3,644981958.2,530434782.6,544148936.2,434322033.9,334857142.9,306108202.4,451566951.6,376348547.7,200813941.8,134733893.6,225418866.3,354924983.7,479914488.8,950791901.5,997843537.4,945143357.7,879283844.4,993968474.6,1120125006,1105230972,1208937325,1375678798,1583545718,2226332656,2233533757,2534279055,2475841737,2431742832,2404076784,2627802127,3104917701,3490693122,3916308938,5149455784,6088926145,7178293982,7630157963,9490809916,14529631106,16656938918,15983077800,15466373251,16714896986,17519662209,20463637692,22514781526,25592297673,14513662107,23673797907,20049273003
Gibraltar,GIB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,620341457.6,645766103.6,640721931.2,756205480,828699105.6,914493653.7,817036636.2,869566348,769732341.7,780067626.7,742652390.9,740132957.3,763846910,749004850,734578556.3,808614946,781148029.8,894584048.7,895267037.4,1021679587,1005390516,1479451796,1507080730,1512364188,2079424655,2212106803,2531048957,2217341683,2342843829,1890478291,2524762072,4611027664,4767367527,4710654158,6617433828,6917832413,9270199034
